id,pesid,data_inversa,dia_semana,horario,uf,br,km,municipio,causa_principal,causa_acidente,ordem_tipo_acidente,tipo_acidente,classificacao_acidente,fase_dia,sentido_via,condicao_metereologica,tipo_pista,tracado_via,uso_solo,id_veiculo,tipo_veiculo,marca,ano_fabricacao_veiculo,tipo_envolvido,estado_fisico,idade,sexo,ilesos,feridos_leves,feridos_graves,mortos,latitude,longitude,regional,delegacia,uop,marca_limpa,modelo,gravidade,regiao,hora,periodo
691558,1537443,2025-05-16,sexta-feira,07:05:00,MG,116,276,TEOFILO OTONI,Não,Reação tardia ou ineficiente do condutor,2,Tombamento,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Interseção de Vias;Reta,Sim,1226478,Automóvel,CHEV/PRISMA 1.0MT LT,2015,Condutor,Ileso,38,Masculino,1,0,0,0,-17.86288372,-41.5147143,SPRF-MG,DEL11-MG,UOP01-DEL11-MG,CHEV,PRISMA 1.0MT LT,Sem Feridos,Sudeste,7,Manhã
662093,1492979,2025-02-17,segunda-feira,20:05:00,MA,135,22,SAO LUIS,Sim,Ausência de reação do condutor,2,Queda de ocupante de veículo,Com Vítimas Feridas,Plena Noite,Crescente,Chuva,Dupla,Reta,Sim,1191200,Motocicleta,YAMAHA/CROSSER Z ABS,2022,Condutor,Lesões Graves,26,Masculino,0,0,1,0,-2.53073,-44.3068,SPRF-MA,DEL01-MA,UOP01-DEL01-MA,YAMAHA,CROSSER Z ABS,Grave,Nordeste,20,Noite
659737,,2025-02-07,sexta-feira,02:45:00,MG,251,"244,6",SANTA CRUZ DE SALINAS,Não,Iluminação deficiente,1,Colisão com objeto,Com Vítimas Fatais,Plena Noite,Decrescente,Céu Claro,Simples,Reta,Não,1186692,Semireboque,SR/GUERRA AG GR,2013,,,,,,,,,-15.99781094,-41.81489892,SPRF-MG,DEL12-MG,UOP02-DEL12-MG,SR,GUERRA AG GR,Sem Feridos,Sudeste,2,Madrugada
700910,,2025-06-27,sexta-feira,10:00:00,RO,364,70,VILHENA,Não,Reação tardia ou ineficiente do condutor,4,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Declive;Reta,Não,1244994,Semireboque,SR/RANDON SRFG CG,2007,,,,,,,,,-12.46247459,-60.501537,SPRF-RO,DEL04-RO,UOP01-DEL04-RO,SR,RANDON SRFG CG,Sem Feridos,Norte,10,Manhã
662592,1494318,2025-02-20,quinta-feira,17:40:00,BA,116,425,FEIRA DE SANTANA,Sim,Animais na Pista,2,Tombamento,Com Vítimas Feridas,Anoitecer,Crescente,Ignorado,Dupla,Reta,Sim,1192271,Motocicleta,HONDA/CG 160 START,0,Condutor,Lesões Leves,52,Masculino,0,1,0,0,-12.24762422,-38.98741191,SPRF-BA,DEL02-BA,UOP01-DEL02-BA,HONDA,CG 160 START,Leve,Nordeste,17,Tarde
653958,1471739,2025-01-09,quinta-feira,05:50:00,MG,381,443,SANTA LUZIA,Sim,Velocidade Incompatível,2,Tombamento,Com Vítimas Feridas,Amanhecer,Crescente,Chuva,Simples,Curva;Declive,Não,1175716,Caminhonete,I/FORD TRANSIT RAYTEC AM,2022,Passageiro,Lesões Leves,22,Feminino,0,1,0,0,-19.808479,-43.78324,SPRF-MG,DEL01-MG,UOP01-DEL01-MG,I,FORD TRANSIT RAYTEC AM,Leve,Sudeste,5,Manhã
701243,1560588,2025-06-29,domingo,01:30:00,MG,262,"822,1",UBERABA,Sim,Reação tardia ou ineficiente do condutor,2,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Dupla,Reta,Não,1245326,Caminhonete,CHEVROLET/MONTANA LS2,2016,Condutor,Lesões Leves,20,Masculino,0,1,0,0,-19.761591,-48.086447,SPRF-MG,DEL13-MG,UOP01-DEL13-MG,CHEVROLET,MONTANA LS2,Leve,Sudeste,1,Madrugada
669477,1510852,2025-02-09,domingo,19:00:00,ES,101,"71,8",SAO MATEUS,Sim,Ausência de reação do condutor,1,Colisão traseira,Com Vítimas Feridas,Plena Noite,Decrescente,Nublado,Simples,Reta,Não,1205327,Motocicleta,HONDA/CB 300R,2009,Condutor,Ileso,39,Masculino,1,0,0,0,-18.753513,-39.862598,SPRF-ES,DEL04-ES,UOP02-DEL04-ES,HONDA,CB 300R,Sem Feridos,Sudeste,19,Noite
687978,1530978,2025-04-29,terça-feira,05:10:00,MT,364,398,CUIABA,Não,Chuva,2,Colisão com objeto,Com Vítimas Feridas,Amanhecer,Decrescente,Garoa/Chuvisco,Múltipla,Reta,Não,,,,,Testemunha,Não Informado,,Não Informado,0,0,0,0,-15.67010715,-55.95168382,SPRF-MT,DEL01-MT,UOP02-DEL01-MT,,,Sem Feridos,Centro-Oeste,5,Manhã
666200,1503024,2025-01-07,terça-feira,19:00:00,RR,174,175,BOA VISTA,Sim,Ausência de reação do condutor,5,Capotamento,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Reta,Não,1199104,Motocicleta,HONDA/CG 125 FAN,2007,Condutor,Lesões Graves,54,Masculino,0,0,1,0,2.67008405,-60.87112427,SPRF-RR,DEL01-RR,UOP01-DEL01-RR,HONDA,CG 125 FAN,Grave,Norte,19,Noite
665061,,2025-03-03,segunda-feira,21:30:00,PA,230,434,PACAJA,Sim,Problema com o freio,2,Tombamento,Sem Vítimas,Anoitecer,Crescente,Chuva,Simples,Reta;Aclive,Não,1196960,Semireboque,SR/GUERRA AG TQ,2012,,,,,,,,,-3.7475,-50.83918,SPRF-PA,DEL04-PA,UOP01-DEL04-PA,SR,GUERRA AG TQ,Sem Feridos,Norte,21,Noite
693567,1542331,2025-05-25,domingo,06:30:00,PB,230,340,PATOS,Não,Condutor Dormindo,1,Colisão frontal,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Simples,Reta,Não,1230411,Automóvel,FIAT/SIENA ATTRACTIV 1.4,2017,Passageiro,Lesões Leves,,Masculino,0,1,0,0,-6.986057,-37.32828,SPRF-PB,DEL03-PB,UOP01-DEL03-PB,FIAT,SIENA ATTRACTIV 1.4,Leve,Nordeste,6,Manhã
686871,1526071,2025-04-23,quarta-feira,07:00:00,SC,153,"101,9",CONCORDIA,Sim,Ultrapassagem Indevida,2,Incêndio,Com Vítimas Fatais,Pleno dia,Crescente,Céu Claro,Simples,Curva;Aclive,Não,1217441,Automóvel,VW/POLO TRACK MA,2024,Condutor,Óbito,49,Masculino,0,0,0,1,-27.26464,-51.95953,SPRF-SC,DEL07-SC,UOP04-DEL07-SC,VW,POLO TRACK MA,Fatal,Sul,7,Manhã
694653,1544949,2025-05-30,sexta-feira,11:30:00,RJ,116,12,SAPUCAIA,Sim,Demais falhas mecânicas ou elétricas,1,Incêndio,Sem Vítimas,Pleno dia,Decrescente,Nublado,Simples,Reta,Não,1232421,Ônibus,SCANIA/MPOLO PARADISO R,2014,Passageiro,Ileso,32,Masculino,1,0,0,0,-21.92211035,-42.69948928,SPRF-RJ,DEL05-RJ,UOP01-DEL05-RJ,SCANIA,MPOLO PARADISO R,Sem Feridos,Sudeste,11,Manhã
666022,1504498,2025-03-08,sábado,21:00:00,TO,153,677,GURUPI,Não,Velocidade Incompatível,3,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Dupla,Aclive;Reta,Não,1198881,Automóvel,VW/GOL 1.6 POWER,2010,Condutor,Lesões Graves,33,Masculino,0,0,1,0,-11.75712764,-49.09168741,SPRF-TO,DEL01-TO,UOP02-DEL01-TO,VW,GOL 1.6 POWER,Grave,Norte,21,Noite
673435,1521321,2025-04-13,domingo,15:00:00,BA,116,654,JEQUIE,Sim,Condutor deixou de manter distância do veículo da frente,1,Engavetamento,Sem Vítimas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Não,1213980,Caminhão-trator,VOLVO/FH 460 6X2T,2018,Condutor,Ileso,40,Masculino,1,0,0,0,-13.69811096,-40.0965786,SPRF-BA,DEL03-BA,UOP01-DEL03-BA,VOLVO,FH 460 6X2T,Sem Feridos,Nordeste,15,Tarde
695878,1547647,2025-06-04,quarta-feira,19:00:00,ES,101,"25,5",PINHEIROS,Sim,Pedestre cruzava a pista fora da faixa,1,Atropelamento de Pedestre,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Reta,Não,1234735,Motocicleta,HONDA/CG 125I FAN,2017,Condutor,Lesões Leves,53,Masculino,0,1,0,0,-18.37509167,-39.94805167,SPRF-ES,DEL04-ES,UOP02-DEL04-ES,HONDA,CG 125I FAN,Leve,Sudeste,19,Noite
691780,1538004,2025-05-17,sábado,04:50:00,RJ,116,228,PARACAMBI,Não,Declive acentuado,1,Colisão lateral mesmo sentido,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Dupla,Curva;Declive,Não,1226920,Caminhão,FORD/CARGO 2428 E,2010,Condutor,Lesões Leves,27,Masculino,0,1,0,0,-22.68783498,-43.80867004,SPRF-RJ,DEL07-RJ,UOP01-DEL07-RJ,FORD,CARGO 2428 E,Leve,Sudeste,4,Madrugada
661027,,2025-02-13,quinta-feira,03:00:00,PR,116,82,PIRAQUARA,Sim,Reação tardia ou ineficiente do condutor,2,Tombamento,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Dupla,Reta,Não,1189200,Semireboque,SR/RODOFORT SRFSI 3E1ED,2023,,,,,,,,,-25.41529716,-49.0678198,SPRF-PR,DEL01-PR,UOP02-DEL01-PR,SR,RODOFORT SRFSI 3E1ED,Sem Feridos,Sul,3,Madrugada
663711,1496892,2025-02-25,terça-feira,21:00:00,PB,104,"131,6",QUEIMADAS,Sim,Acessar a via sem observar a presença dos outros veículos,2,Tombamento,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Reta,Sim,1194345,Motocicleta,HONDA/NXR150 BROS ES,2014,Condutor,Lesões Leves,38,Masculino,0,1,0,0,-7.289778,-35.890323,SPRF-PB,DEL02-PB,UOP03-DEL02-PB,HONDA,NXR150 BROS ES,Leve,Nordeste,21,Noite
696842,1550008,2025-06-08,domingo,18:30:00,SC,101,119,ITAJAI,Sim,Acessar a via sem observar a presença dos outros veículos,1,Colisão lateral mesmo sentido,Com Vítimas Feridas,Anoitecer,Crescente,Céu Claro,Múltipla,Reta;Interseção de Vias,Sim,1236681,Automóvel,I/CITROEN C4L A THP EXCL,2013,Condutor,Não Informado,,Não Informado,0,0,0,0,-26.90676315,-48.7147522,SPRF-SC,DEL04-SC,UOP04-DEL04-SC,I,CITROEN C4L A THP EXCL,Sem Feridos,Sul,18,Noite
667766,1506841,2025-03-16,domingo,20:50:00,PA,230,128,MARABA,Sim,Ausência de reação do condutor,2,Tombamento,Com Vítimas Fatais,Plena Noite,Decrescente,Chuva,Simples,Reta,Não,1202073,Motocicleta,HONDA/CG 160 FAN,2024,Condutor,Óbito,26,Masculino,0,0,0,1,-5.35938458,-49.20864105,SPRF-PA,DEL03-PA,UOP01-DEL03-PA,HONDA,CG 160 FAN,Fatal,Norte,20,Noite
690167,1534140,2025-05-09,sexta-feira,21:25:00,MG,116,"673,4",MURIAE,Sim,Ingestão de álcool pelo condutor,1,Colisão lateral sentido oposto,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Dupla,Reta,Não,1223772,Automóvel,I/FORD FOCUS S AT 1.6 H,2014,Condutor,Lesões Leves,58,Masculino,0,1,0,0,-21.1464758,-42.3813236,SPRF-MG,DEL07-MG,UOP02-DEL07-MG,I,FORD FOCUS S AT 1.6 H,Leve,Sudeste,21,Noite
669264,,2025-03-24,segunda-feira,11:20:00,MG,381,515,IGARAPE,Não,Chuva,1,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Dupla,Curva,Não,1205052,Semireboque,R/GUERRA CHARGER GR,1998,,,,,,,,,-20.09919202,-44.31770361,SPRF-MG,DEL01-MG,UOP03-DEL01-MG,R,GUERRA CHARGER GR,Sem Feridos,Sudeste,11,Manhã
695102,1545788,2025-06-01,domingo,07:15:00,RJ,101,388,RIO DE JANEIRO,Sim,Ingestão de álcool pelo condutor,2,Colisão com objeto,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Múltipla,Reta,Sim,1233235,Automóvel,VW/VIRTUS MF,2020,Passageiro,Ileso,24,Feminino,1,0,0,0,-22.888162,-43.658353,SPRF-RJ,DEL03-RJ,UOP01-DEL03-RJ,VW,VIRTUS MF,Sem Feridos,Sudeste,7,Manhã
652569,1468009,2025-01-01,quarta-feira,10:40:00,MT,70,669,CACERES,Sim,Transitar na contramão,1,Colisão frontal,Com Vítimas Fatais,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não,1173201,Automóvel,VW/NIVUS CL TSI,2023,Condutor,Ileso,60,Feminino,1,0,0,0,-16.04148578,-57.25884017,SPRF-MT,DEL03-MT,UOP02-DEL03-MT,VW,NIVUS CL TSI,Sem Feridos,Centro-Oeste,10,Manhã
686492,1526074,2025-04-21,segunda-feira,15:45:00,DF,80,"4,5",BRASILIA,Sim,Reação tardia ou ineficiente do condutor,1,Colisão transversal,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta;Interseção de Vias,Não,1216764,Automóvel,HONDA/FIT LX FLEX,2009,Passageiro,Ileso,19,Masculino,1,0,0,0,-15.72941382,-48.12260505,SPRF-DF,DEL03-DF,UOP02-DEL03-DF,HONDA,FIT LX FLEX,Sem Feridos,Centro-Oeste,15,Tarde
667080,1505203,2025-03-14,sexta-feira,02:20:00,PR,277,"1,5",PARANAGUA,Sim,Ingestão de álcool pelo condutor,2,Colisão com objeto,Sem Vítimas,Plena Noite,Crescente,Nublado,Dupla,Rotatória,Sim,1200819,Automóvel,GM/CLASSIC LIFE,2005,Passageiro,Não Informado,,Não Informado,0,0,0,0,-25.551369,-48.552492,SPRF-PR,DEL01-PR,UOP05-DEL01-PR,GM,CLASSIC LIFE,Sem Feridos,Sul,2,Madrugada
668133,1509351,2025-03-18,terça-feira,20:25:00,RJ,465,13,SEROPEDICA,Sim,Reação tardia ou ineficiente do condutor,1,Colisão transversal,Com Vítimas Feridas,Plena Noite,Crescente,Garoa/Chuvisco,Simples,Reta,Sim,1204142,Motocicleta,,0,Condutor,Ileso,,Ignorado,1,0,0,0,-22.80253638,-43.64229262,SPRF-RJ,DEL06-RJ,UOP02-DEL06-RJ,,,Sem Feridos,Sudeste,20,Noite
692540,1540198,2025-05-20,terça-feira,13:15:00,PA,10,"16,5",DOM ELISEU,Não,Ausência de reação do condutor,2,Saída de leito carroçável,Com Vítimas Fatais,Pleno dia,Crescente,Céu Claro,Simples,Reta;Interseção de Vias,Sim,1228674,Ônibus,,0,Condutor,Não Informado,,Não Informado,0,0,0,0,-4.30606226,-47.55519602,SPRF-PA,DEL02-PA,UOP02-DEL02-PA,,,Sem Feridos,Norte,13,Tarde
687078,,2025-04-24,quinta-feira,10:30:00,BA,242,925,LUIS EDUARDO MAGALHAES,Sim,Manobra de mudança de faixa,3,Incêndio,Com Vítimas Fatais,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Não,1217861,Semireboque,SR/LIBRELATO CRBAENI2 2E,2023,,,,,,,,,-12.11033,-45.9395,SPRF-BA,DEL10-BA,UOP01-DEL10-BA,SR,LIBRELATO CRBAENI2 2E,Sem Feridos,Nordeste,10,Manhã
660060,1488196,2025-02-08,sábado,13:45:00,RJ,116,89,TERESOPOLIS,Não,Ausência de reação do condutor,3,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Curva,Não,1187475,Camioneta,JEEP/RENEGADE LGTD T270,2022,Condutor,Ileso,33,Masculino,1,0,0,0,-22.45706098,-42.96221791,SPRF-RJ,DEL04-RJ,UOP01-DEL04-RJ,JEEP,RENEGADE LGTD T270,Sem Feridos,Sudeste,13,Tarde
673876,1521322,2025-04-15,terça-feira,08:00:00,RJ,101,389,RIO DE JANEIRO,Sim,Manobra de mudança de faixa,2,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Sim,1213985,Motocicleta,YAMAHA/XTZ150 CROSSER S,2020,Condutor,Lesões Graves,55,Masculino,0,0,1,0,-22.89375403,-43.67604906,SPRF-RJ,DEL03-RJ,UOP01-DEL03-RJ,YAMAHA,XTZ150 CROSSER S,Grave,Sudeste,8,Manhã
692928,,2025-04-26,sábado,09:20:00,RJ,116,274,BARRA MANSA,Não,Declive acentuado,3,Colisão com objeto,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Múltipla,Reta;Viaduto;Declive,Sim,1229093,Semireboque,REB/ROSSETTI SRBA ST3.25,2012,,,,,,,,,-22.4700178,-44.2790584,SPRF-RJ,DEL07-RJ,UOP02-DEL07-RJ,REB,ROSSETTI SRBA ST3.25,Sem Feridos,Sudeste,9,Manhã
691856,,2025-05-17,sábado,13:15:00,PA,222,28,DOM ELISEU,Sim,Transitar na contramão,4,Tombamento,Com Vítimas Fatais,Pleno dia,Crescente,Céu Claro,Simples,Curva;Aclive,Não,1230363,Semireboque,,0,,,,,,,,,-4.316473,-47.642225,SPRF-PA,DEL02-PA,UOP02-DEL02-PA,,,Sem Feridos,Norte,13,Tarde
662928,1495034,2025-02-22,sábado,12:10:00,MS,158,"79,9",PARANAIBA,Não,Velocidade Incompatível,1,Tombamento,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Simples,Aclive;Reta,Não,1192869,Caminhão-trator,VOLVO/FH 540 6X4T,2017,Condutor,Lesões Graves,47,Masculino,0,0,1,0,-19.57781059,-51.23342425,SPRF-MS,DEL08-MS,UOP01-DEL08-MS,VOLVO,FH 540 6X4T,Grave,Centro-Oeste,12,Tarde
689519,1532671,2025-05-06,terça-feira,17:45:00,MG,381,"480,5",CONTAGEM,Não,Velocidade Incompatível,2,Tombamento,Com Vítimas Feridas,Anoitecer,Crescente,Céu Claro,Múltipla,Curva,Sim,1222542,Automóvel,FIAT/MOBI LIKE,2024,Condutor,Ileso,40,Masculino,1,0,0,0,-19.9580909,-44.0568732,SPRF-MG,DEL01-MG,UOP03-DEL01-MG,FIAT,MOBI LIKE,Sem Feridos,Sudeste,17,Tarde
672214,1517451,2025-04-07,segunda-feira,17:00:00,SP,116,"219,2",GUARULHOS,Sim,Trafegar com motocicleta (ou similar) entre as faixas,1,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Múltipla,Em Obras;Reta,Não,1210763,Motocicleta,,0,Condutor,Lesões Leves,21,Masculino,0,1,0,0,-23.46397277,-46.49537779,SPRF-SP,DEL01-SP,UOP01-DEL01-SP,,,Leve,Sudeste,17,Tarde
686805,,2025-04-23,quarta-feira,01:45:00,RS,386,"231,6",SOLEDADE,Sim,Condutor Dormindo,2,Incêndio,Com Vítimas Fatais,Plena Noite,Decrescente,Céu Claro,Simples,Em Obras;Curva,Não,1217312,Semireboque,REB/LINSHALM SRF3ECL,2009,,,,,,,,,-28.688129,-52.586761,SPRF-RS,DEL04-RS,UOP03-DEL04-RS,REB,LINSHALM SRF3ECL,Sem Feridos,Sul,1,Madrugada
666223,1503099,2025-03-09,domingo,16:45:00,SC,282,"416,2",CATANDUVAS,Sim,Velocidade Incompatível,3,Colisão com objeto,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Simples,Reta,Não,1199138,Automóvel,CHEV/PRISMA 1.4MT LT,2019,Condutor,Lesões Leves,53,Masculino,0,1,0,0,-27.04031847,-51.70812696,SPRF-SC,DEL07-SC,UOP05-DEL07-SC,CHEV,PRISMA 1.4MT LT,Leve,Sul,16,Tarde
656505,1478863,2025-01-21,terça-feira,17:30:00,MG,365,625,UBERLANDIA,Não,Ausência de reação do condutor,3,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Sim,1180569,Automóvel,I/VW JETTA HL AE,2016,Condutor,Ileso,42,Masculino,1,0,0,0,-18.90585472,-48.32526001,SPRF-MG,DEL15-MG,UOP01-DEL15-MG,I,VW JETTA HL AE,Sem Feridos,Sudeste,17,Tarde
686648,1525439,2025-04-22,terça-feira,07:30:00,PE,101,80,JABOATAO DOS GUARARAPES,Sim,Manobra de mudança de faixa,1,Colisão lateral mesmo sentido,Sem Vítimas,Pleno dia,Decrescente,Sol,Dupla,Reta,Sim,1216969,Automóvel,CHEV/ONIX PLUS 10MT LT1,2022,Condutor,Ileso,35,Feminino,1,0,0,0,-8.15505,-34.941565,SPRF-PE,DEL01-PE,UOP01-DEL01-PE,CHEV,ONIX PLUS 10MT LT1,Sem Feridos,Nordeste,7,Manhã
689257,1531844,2025-05-05,segunda-feira,07:00:00,RO,364,9,VILHENA,Sim,Condutor deixou de manter distância do veículo da frente,2,Tombamento,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Sim,1221973,Motoneta,HONDA/BIZ ES,2025,Condutor,Lesões Leves,23,Feminino,0,1,0,0,-12.75037356,-60.10692751,SPRF-RO,DEL04-RO,UOP01-DEL04-RO,HONDA,BIZ ES,Leve,Norte,7,Manhã
663688,1496953,2025-02-25,terça-feira,17:45:00,MG,40,"632,1",CONSELHEIRO LAFAIETE,Sim,Acessar a via sem observar a presença dos outros veículos,1,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Dupla,Retorno Regulamentado,Sim,1194288,Automóvel,TOYOTA/ETIOS HB XS,2013,Condutor,Ileso,61,Masculino,1,0,0,0,-20.677496,-43.794394,SPRF-MG,DEL05-MG,UOP02-DEL05-MG,TOYOTA,ETIOS HB XS,Sem Feridos,Sudeste,17,Tarde
669051,1510304,2025-03-23,domingo,09:00:00,GO,20,49,FORMOSA,Não,Ausência de reação do condutor,1,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta;Declive,Não,1204885,Caminhonete,RENAULT/OROCH DYN 16 SCE,2018,Condutor,Lesões Graves,31,Masculino,0,0,1,0,-15.33435,-47.126152,SPRF-DF,DEL02-DF,UOP02-DEL02-DF,RENAULT,OROCH DYN 16 SCE,Grave,Centro-Oeste,9,Manhã
691449,1537157,2025-05-15,quinta-feira,13:30:00,PR,163,33,SANTO ANTONIO DO SUDOESTE,Sim,Acessar a via sem observar a presença dos outros veículos,2,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta;Rotatória,Sim,1226249,Caminhão,M.BENZ/L 1113,1977,Condutor,Ileso,66,Masculino,1,0,0,0,-26.08314517,-53.7163624,SPRF-PR,DEL02-PR,UOP02-DEL02-PR,M.BENZ,L 1113,Sem Feridos,Sul,13,Tarde
660147,1488217,2025-02-08,sábado,21:00:00,RJ,40,85,PETROPOLIS,Sim,Demais falhas na via,1,Queda de ocupante de veículo,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Simples,Curva,Não,1187488,Motocicleta,HONDA/CB300F TWISTER CBS,2024,Passageiro,Lesões Leves,31,Masculino,0,1,0,0,-22.52850694,-43.2349802,SPRF-RJ,DEL01-RJ,UOP01-DEL01-RJ,HONDA,CB300F TWISTER CBS,Leve,Sudeste,21,Noite
694653,1544941,2025-05-30,sexta-feira,11:30:00,RJ,116,12,SAPUCAIA,Sim,Demais falhas mecânicas ou elétricas,1,Incêndio,Sem Vítimas,Pleno dia,Decrescente,Nublado,Simples,Reta,Não,1232421,Ônibus,SCANIA/MPOLO PARADISO R,2014,Passageiro,Ileso,63,Feminino,1,0,0,0,-21.92211035,-42.69948928,SPRF-RJ,DEL05-RJ,UOP01-DEL05-RJ,SCANIA,MPOLO PARADISO R,Sem Feridos,Sudeste,11,Manhã
688650,1530549,2025-05-02,sexta-feira,10:30:00,RS,116,231,ESTANCIA VELHA,Não,Estacionar ou parar em local proibido,2,Tombamento,Com Vítimas Feridas,Pleno dia,Decrescente,Sol,Simples,Aclive;Curva,Não,1220988,Automóvel,CHEVROLET/ONIX 1.4MT LTZ,2016,Condutor,Ileso,49,Masculino,1,0,0,0,-29.627476,-51.138628,SPRF-RS,DEL01-RS,UOP02-DEL01-RS,CHEVROLET,ONIX 1.4MT LTZ,Sem Feridos,Sul,10,Manhã
669892,1511912,2025-03-27,quinta-feira,14:00:00,SC,101,185,BIGUACU,Sim,Acessar a via sem observar a presença dos outros veículos,1,Atropelamento de Pedestre,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Sim,1206225,Automóvel,,0,Condutor,Não Informado,,Não Informado,0,0,0,0,-27.423,-48.635,SPRF-SC,DEL01-SC,UOP01-DEL01-SC,,,Sem Feridos,Sul,14,Tarde
687641,1527983,2025-04-27,domingo,08:40:00,MG,40,"41,5",PARACATU,Sim,Acessar a via sem observar a presença dos outros veículos,2,Tombamento,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta;Rotatória,Sim,1218900,Motocicleta,YAMAHA/YBR125I FACTOR ED,2022,Passageiro,Lesões Leves,34,Masculino,0,1,0,0,-17.215589,-46.868822,SPRF-MG,DEL14-MG,UOP01-DEL14-MG,YAMAHA,YBR125I FACTOR ED,Leve,Sudeste,8,Manhã
693774,1544528,2025-05-25,domingo,18:30:00,MG,116,423,GOVERNADOR VALADARES,Sim,Acessar a via sem observar a presença dos outros veículos,1,Colisão transversal,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Simples,Reta,Sim,1230681,Automóvel,VW/FOX 1.6 PRIME GII,2011,Passageiro,Ileso,44,Feminino,1,0,0,0,-18.92325849,-41.93989402,SPRF-MG,DEL06-MG,UOP01-DEL06-MG,VW,FOX 1.6 PRIME GII,Sem Feridos,Sudeste,18,Noite
691021,1536110,2025-05-05,segunda-feira,08:30:00,PE,428,116,SANTA MARIA DA BOA VISTA,Sim,Manobra de mudança de faixa,7,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Simples,Reta,Não,1225387,Micro-ônibus,FIAT/DUCATO MINIBUS,2013,Passageiro,Lesões Graves,8,Masculino,0,0,1,0,-8.914406,-40.069297,SPRF-PE,DEL06-PE,UOP03-DEL06-PE,FIAT,DUCATO MINIBUS,Grave,Nordeste,8,Manhã
666264,1503273,2025-03-09,domingo,19:30:00,RO,319,39,PORTO VELHO,Não,Velocidade Incompatível,1,Colisão traseira,Com Vítimas Feridas,Plena Noite,Crescente,Nublado,Simples,Reta,Não,1199277,Automóvel,FIAT/UNO MILLE EX,1999,Condutor,Ileso,28,Masculino,1,0,0,0,-8.6258055,-63.99664342,SPRF-RO,DEL01-RO,UOP01-DEL01-RO,FIAT,UNO MILLE EX,Sem Feridos,Norte,19,Noite
672859,1519060,2025-04-11,sexta-feira,03:50:00,MG,40,"420,4",CURVELO,Sim,Transitar na contramão,3,Saída de leito carroçável,Com Vítimas Fatais,Plena Noite,Crescente,Nevoeiro/Neblina,Simples,Reta;Declive,Não,1212106,Automóvel,GM/CORSA MILENIUM,2002,Condutor,Óbito,38,Masculino,0,0,0,1,-19.155432,-44.561397,SPRF-MG,DEL02-MG,UOP01-DEL02-MG,GM,CORSA MILENIUM,Fatal,Sudeste,3,Madrugada
656050,,2025-01-19,domingo,10:30:00,BA,242,351,LENCOIS,Sim,Velocidade Incompatível,2,Derramamento de carga,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Curva;Declive,Não,1180010,Semireboque,SR/RANDON TQ PP 03E,2024,,,,,,,,,-12.49243908,-41.3280788,SPRF-BA,DEL06-BA,UOP02-DEL06-BA,SR,RANDON TQ PP 03E,Sem Feridos,Nordeste,10,Manhã
